Level,Column,Location,Samples,Groups,States,Chi-square,dof,p-value,Level FDR p-value,Global FDR p-value,Significant (global FDR<0.05)
1,26303,SNP_126554,100,6,2,61.65590063622981,5,5.5249357715452584e-12,5.67180315613403e-11,1.3135956314505016e-10,True
1,27131,SNP_130482,100,6,2,61.6552429052429,5,5.526667414342152e-12,5.671956093791353e-11,1.3137168259685655e-10,True
1,20740,SNP_100006,100,6,2,61.650801849665484,5,5.538373803347199e-12,5.682321752725895e-11,1.3162084904798203e-10,True
1,26870,SNP_129331,100,6,2,61.65020889623094,5,5.539938669575389e-12,5.682321752725895e-11,1.3162894278911124e-10,True
1,33430,SNP_160604,100,6,2,61.633711633711634,5,5.5836541114100634e-12,5.725522061365203e-11,1.326383093535443e-10,True
1,5449,SNP_026751,100,6,2,61.62404029536897,5,5.609441761095819e-12,5.7503196176816924e-11,1.332214538331027e-10,True
1,9275,SNP_045491,100,6,2,61.61616161616162,5,5.6305373270522925e-12,5.766996191108889e-11,1.3363390511715236e-10,True
1,17018,SNP_083054,100,6,2,61.61616161616162,5,5.6305373270522925e-12,5.766996191108889e-11,1.3363390511715236e-10,True
1,33715,SNP_161716,100,6,2,61.61616161616162,5,5.6305373270522925e-12,5.766996191108889e-11,1.3363390511715236e-10,True
1,5259,SNP_025856,100,6,2,61.5957617793603,5,5.685527705478062e-12,5.821655483112079e-11,1.3490925308469836e-10,True
1,34973,SNP_168232,100,6,2,61.59065184956526,5,5.699385947897116e-12,5.834178623271546e-11,1.3520824819113206e-10,True
1,16474,SNP_080320,100,6,2,61.589580010632645,5,5.7022970747611516e-12,5.83549179226985e-11,1.3524746695254146e-10,True
1,27520,SNP_132385,100,6,2,61.568143231980244,5,5.760832367518245e-12,5.890509599623012e-11,1.365668829828861e-10,True
1,8096,SNP_039736,100,6,2,61.5668883961567,5,5.7642773497064295e-12,5.890509599623012e-11,1.365668829828861e-10,True
1,8097,SNP_039737,100,6,2,61.5668883961567,5,5.7642773497064295e-12,5.890509599623012e-11,1.365668829828861e-10,True
1,22639,SNP_108987,100,6,2,61.5668883961567,5,5.7642773497064295e-12,5.890509599623012e-11,1.365668829828861e-10,True
1,34993,SNP_168382,100,6,2,61.5668883961567,5,5.7642773497064295e-12,5.890509599623012e-11,1.365668829828861e-10,True
1,27807,SNP_133657,100,6,2,61.560689616755795,5,5.78132545957739e-12,5.906246916201097e-11,1.369406092665793e-10,True
1,30169,SNP_144914,100,6,2,61.54522415026616,5,5.824078935940687e-12,5.948228580970144e-11,1.3792291249311168e-10,True
1,8167,SNP_040047,100,6,2,61.54405594405594,5,5.827321174001587e-12,5.949844337147261e-11,1.3796930383210894e-10,True
1,14129,SNP_069034,100,6,2,61.53123496873497,5,5.863023123760358e-12,5.982887890356597e-11,1.3875348186836257e-10,True
1,21921,SNP_105871,100,6,2,61.53123496873497,5,5.863023123760358e-12,5.982887890356597e-11,1.3875348186836257e-10,True
1,1742,SNP_009014,100,6,2,61.51821242730333,5,5.899509922286097e-12,6.018406962564451e-11,1.3958624775190745e-10,True
1,22565,SNP_108618,100,6,2,61.50589717841181,5,5.934223549134121e-12,6.048654822351212e-11,1.4031495726008488e-10,True
1,26736,SNP_128809,100,6,2,61.50589717841181,5,5.934223549134121e-12,6.048654822351212e-11,1.4031495726008488e-10,True
1,31643,SNP_151870,100,6,2,61.50589717841181,5,5.934223549134121e-12,6.048654822351212e-11,1.4031495726008488e-10,True
1,30014,SNP_144131,100,6,2,61.50314332132514,5,5.94201384433953e-12,6.054873248605064e-11,1.4046826659197894e-10,True
1,5890,SNP_029229,100,6,2,61.496836496836494,5,5.95989350032051e-12,6.070560710438339e-11,1.4085941793502277e-10,True
1,11500,SNP_056149,100,6,2,61.49623323536366,5,5.9616065402907015e-12,6.070560710438339e-11,1.4085941793502277e-10,True
1,26654,SNP_128395,100,6,2,61.495921984936864,5,5.9624905688774356e-12,6.070560710438339e-11,1.4085941793502277e-10,True
1,28364,SNP_136375,100,6,2,61.45124716553288,5,6.090745271045948e-12,6.195859467037885e-11,1.4379455139904128e-10,True
1,28365,SNP_136378,100,6,2,61.45124716553288,5,6.090745271045948e-12,6.195859467037885e-11,1.4379455139904128e-10,True
1,28366,SNP_136379,100,6,2,61.45124716553288,5,6.090745271045948e-12,6.195859467037885e-11,1.4379455139904128e-10,True
1,17412,SNP_085274,100,6,2,61.44300144300144,5,6.1147168501065215e-12,6.218479638879612e-11,1.443287963605604e-10,True
1,25279,SNP_121726,100,6,2,61.43343835651528,5,6.142636197594355e-12,6.245100597145716e-11,1.44955967547884e-10,True
1,31209,SNP_150032,100,6,2,61.423233039108304,5,6.1725709219731005e-12,6.273754869587975e-11,1.456304125751626e-10,True
1,23241,SNP_111679,100,6,2,61.41900286285313,5,6.185021732481505e-12,6.284627412777776e-11,1.4589215150197818e-10,True
1,12814,SNP_062896,100,6,2,61.4026443294736,5,6.233406732238725e-12,6.328408795183325e-11,1.4693674444418202e-10,True
1,24896,SNP_119742,100,6,2,61.4026443294736,5,6.233406732238725e-12,6.328408795183325e-11,1.4693674444418202e-10,True
1,26987,SNP_129804,100,6,2,61.4026443294736,5,6.233406732238725e-12,6.328408795183325e-11,1.4693674444418202e-10,True
1,1289,SNP_006895,100,6,2,61.38925486751573,5,6.273290960180511e-12,6.367097180145828e-11,1.4784449896818226e-10,True
1,12927,SNP_063505,100,6,2,61.368662417613464,5,6.3351290853043005e-12,6.428039528854346e-11,1.4926913619930013e-10,True
1,16533,SNP_080574,100,6,2,61.36733155963926,5,6.339146458922941e-12,6.430295239028598e-11,1.4933106756893975e-10,True
1,14180,SNP_069283,100,6,2,61.363636363636374,5,6.350314244320984e-12,6.439800845726525e-11,1.4956137692528505e-10,True
1,11915,SNP_058371,100,6,2,61.36180647050212,5,6.3558518983309605e-12,6.443593220152333e-11,1.4965901467305188e-10,True
1,21545,SNP_103802,100,6,2,61.36017711360177,5,6.360786743512823e-12,6.446149235999555e-11,1.4973749899998093e-10,True
1,2881,SNP_014349,100,6,2,61.35978645860068,5,6.361970491581681e-12,6.446149235999555e-11,1.4973749899998093e-10,True
1,32523,SNP_155958,100,6,2,61.33388887012075,5,6.440936940258066e-12,6.522472395167238e-11,1.5152973614768177e-10,True
1,32524,SNP_155959,100,6,2,61.33388887012075,5,6.440936940258066e-12,6.522472395167238e-11,1.5152973614768177e-10,True
1,19158,SNP_093189,100,6,2,61.332784862196625,5,6.444324921661204e-12,6.524059789335995e-11,1.515762742567234e-10,True
1,8399,SNP_041383,100,6,2,61.32182211727666,5,6.478064112879458e-12,6.554513316696047e-11,1.5230321124691057e-10,True
1,31231,SNP_150153,100,6,2,61.32182211727666,5,6.478064112879458e-12,6.554513316696047e-11,1.5230321124691057e-10,True
1,7110,SNP_034932,100,6,2,61.315389669048216,5,6.497942795482032e-12,6.56906273355388e-11,1.526704155842341e-10,True
1,11914,SNP_058370,100,6,2,61.315389669048216,5,6.497942795482032e-12,6.56906273355388e-11,1.526704155842341e-10,True
1,33991,SNP_163551,100,6,2,61.315389669048216,5,6.497942795482032e-12,6.56906273355388e-11,1.526704155842341e-10,True
1,25355,SNP_122068,100,6,2,61.30681818181818,5,6.524526588096708e-12,6.592218321517052e-11,1.5322803660826334e-10,True
1,31696,SNP_152274,100,6,2,61.30681818181818,5,6.524526588096708e-12,6.592218321517052e-11,1.5322803660826334e-10,True
1,16729,SNP_081572,100,6,2,61.29807692307693,5,6.551748741112307e-12,6.61785714160042e-11,1.5383374408210278e-10,True
1,30189,SNP_144998,100,6,2,61.288177634331475,5,6.582714191141944e-12,6.647261515416878e-11,1.5452705972629585e-10,True
1,14343,SNP_069911,100,6,2,61.28358820666513,5,6.597119670411011e-12,6.657080006711361e-11,1.547847360932059e-10,True
1,26000,SNP_125035,100,6,2,61.28330489061083,5,6.598009984887203e-12,6.657080006711361e-11,1.547847360932059e-10,True
1,34886,SNP_167789,100,6,2,61.28330489061083,5,6.598009984887203e-12,6.657080006711361e-11,1.547847360932059e-10,True
1,33013,SNP_158600,100,6,2,61.2785106856253,5,6.613093870841771e-12,6.670421000372288e-11,1.551047500937352e-10,True
1,24136,SNP_115976,100,6,2,61.26916013279649,5,6.642612402687659e-12,6.688899783296489e-11,1.5559342698530855e-10,True
1,32781,SNP_157309,100,6,2,61.26916013279649,5,6.642612402687659e-12,6.688899783296489e-11,1.5559342698530855e-10,True
1,15179,SNP_074234,100,6,2,61.26916013279648,5,6.642612402687708e-12,6.688899783296489e-11,1.5559342698530855e-10,True
1,16314,SNP_079242,100,6,2,61.26916013279648,5,6.642612402687708e-12,6.688899783296489e-11,1.5559342698530855e-10,True
1,19011,SNP_092499,100,6,2,61.26916013279648,5,6.642612402687708e-12,6.688899783296489e-11,1.5559342698530855e-10,True
1,33699,SNP_161584,100,6,2,61.26916013279648,5,6.642612402687708e-12,6.688899783296489e-11,1.5559342698530855e-10,True
1,25285,SNP_121753,100,6,2,61.20444928299065,5,6.8505335256744255e-12,6.896332036323597e-11,1.6042872173368768e-10,True
1,22601,SNP_108861,100,6,2,61.202938475665746,5,6.855464708354715e-12,6.89935816394317e-11,1.605092405605507e-10,True
1,19243,SNP_093674,100,6,2,61.186383061383054,5,6.909733297866372e-12,6.952021951963365e-11,1.617446256883965e-10,True
1,16613,SNP_080931,100,6,2,61.1632054813873,5,6.986430598300757e-12,7.027215823236108e-11,1.6350437512967077e-10,True
1,28946,SNP_138924,100,6,2,61.15780197811448,5,7.004433242140779e-12,7.043346760152672e-11,1.6389001862797033e-10,True
1,30896,SNP_148416,100,6,2,61.124514484198265,5,7.1163618519870894e-12,7.153889931318746e-11,1.6647269977252828e-10,True
1,7736,SNP_038003,100,6,2,61.092040193602685,5,7.2272765313323934e-12,7.26335211244785e-11,1.6903054361315445e-10,True
1,19509,SNP_094943,100,6,2,61.08282828282828,5,7.259052507823039e-12,7.293241485151726e-11,1.6973679237191957e-10,True
1,22675,SNP_109132,100,6,2,61.07958409060001,5,7.2702763472044614e-12,7.302470956589503e-11,1.699622724925724e-10,True
1,15080,SNP_073851,100,6,2,61.05854929384342,5,7.343471365270127e-12,7.373923418003665e-11,1.716360826881853e-10,True
1,1768,SNP_009072,100,6,2,61.04166666666667,5,7.402749857913161e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,13601,SNP_066524,100,6,2,61.04166666666667,5,7.402749857913161e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,16576,SNP_080731,100,6,2,61.04166666666667,5,7.402749857913161e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,21778,SNP_105002,100,6,2,61.04166666666667,5,7.402749857913161e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,27833,SNP_133734,100,6,2,61.04166666666667,5,7.402749857913161e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,33355,SNP_160255,100,6,2,61.04166666666667,5,7.402749857913161e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,4366,SNP_021699,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,5622,SNP_027724,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,9772,SNP_047835,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,9815,SNP_048059,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,10186,SNP_049804,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,15247,SNP_074611,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,15248,SNP_074612,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,25042,SNP_120559,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,32084,SNP_154202,100,6,2,61.041666666666664,5,7.40274985791321e-12,7.402336758032746e-11,1.7245920871585715e-10,True
1,18254,SNP_088995,100,6,2,61.02392977392977,5,7.465542508663334e-12,7.463043582300602e-11,1.7388438849142756e-10,True
1,35713,SNP_171963,100,6,2,61.01265105472679,5,7.505748035500186e-12,7.501143282104174e-11,1.7478297472141367e-10,True
1,3858,SNP_019437,100,6,2,61.007432044017406,5,7.524425456092918e-12,7.517712837899582e-11,1.7517996502520007e-10,True
1,23991,SNP_115269,100,6,2,60.99887766554434,5,7.555139658944202e-12,7.546295849978883e-11,1.758569571967367e-10,True
1,33613,SNP_161302,100,6,2,60.96362607398261,5,7.683035529968895e-12,7.671903798356791e-11,1.78795212547419e-10,True
1,5884,SNP_029219,100,6,2,60.929222292858654,5,7.809939236408669e-12,7.789941618547562e-11,1.8159122125070104e-10,True
1,16942,SNP_082627,100,6,2,60.929222292858654,5,7.809939236408669e-12,7.789941618547562e-11,1.8159122125070104e-10,True
1,30375,SNP_145919,100,6,2,60.929222292858654,5,7.809939236408669e-12,7.789941618547562e-11,1.8159122125070104e-10,True
1,30376,SNP_145922,100,6,2,60.929222292858654,5,7.809939236408669e-12,7.789941618547562e-11,1.8159122125070104e-10,True
1,34413,SNP_165610,100,6,2,60.905934343434346,5,7.89702600224855e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,3296,SNP_016360,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,3607,SNP_017867,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,5218,SNP_025599,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,11241,SNP_054832,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,11866,SNP_058179,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,13026,SNP_064010,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,13205,SNP_064858,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,14478,SNP_070705,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,14946,SNP_073019,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,15550,SNP_076271,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,16365,SNP_079720,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,16464,SNP_080253,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,16669,SNP_081244,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,17968,SNP_087656,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,18524,SNP_090356,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,19249,SNP_093725,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,19696,SNP_095832,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,22571,SNP_108653,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,23023,SNP_110716,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,23193,SNP_111502,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,23480,SNP_112925,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,24044,SNP_115515,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,25520,SNP_122721,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,28914,SNP_138846,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,31185,SNP_149986,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,33279,SNP_159938,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,34055,SNP_163812,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,34178,SNP_164289,100,6,2,60.89931573802542,5,7.921953145164751e-12,7.838403004318453e-11,1.8304768331167914e-10,True
1,10662,SNP_051786,100,6,2,60.89831885286429,5,7.925714437433055e-12,7.839960088565438e-11,1.8309524323725344e-10,True
1,28880,SNP_138690,100,6,2,60.894131028769955,5,7.941534771134135e-12,7.853441587414601e-11,1.834213038418293e-10,True
1,732,SNP_003840,100,6,2,60.881895881895886,5,7.987936289055461e-12,7.897149261439161e-11,1.8445338964379486e-10,True
1,16580,SNP_080751,100,6,2,60.87581467698427,5,8.011099718552803e-12,7.915682153666815e-11,1.8490883966090298e-10,True
1,21581,SNP_103884,100,6,2,60.87581467698427,5,8.011099718552803e-12,7.915682153666815e-11,1.8490883966090298e-10,True
1,13382,SNP_065749,100,6,2,60.85371085371085,5,8.095859884752023e-12,7.997227854182552e-11,1.8682512978090341e-10,True
1,5798,SNP_028746,100,6,2,60.8454335016835,5,8.1278304340903e-12,8.026596503084271e-11,1.8752265263750742e-10,True
1,35195,SNP_169341,100,6,2,60.844676878948604,5,8.1307591029819e-12,8.027276714398494e-11,1.8754997515511607e-10,True
1,35137,SNP_169118,100,6,2,60.843167084686755,5,8.136606231034128e-12,8.030837072646683e-11,1.876445908029608e-10,True
1,7965,SNP_039014,100,6,2,60.8412896084129,5,8.14388317333948e-12,8.035806309640426e-11,1.8777213285404695e-10,True
1,34412,SNP_165609,100,6,2,60.83911353797718,5,8.152325571585544e-12,8.04192248374574e-11,1.8792648617140828e-10,True
1,35391,SNP_170514,100,6,2,60.80604277325589,5,8.281709316082461e-12,8.167305956790403e-11,1.908681019098156e-10,True
1,4831,SNP_024181,100,6,2,60.79643978803643,5,8.319661985344635e-12,8.20247720029659e-11,1.9170170139141516e-10,True
1,21779,SNP_105014,100,6,2,60.7717710484509,5,8.417954968018015e-12,8.297103139269242e-11,1.9392500759191963e-10,True
1,5650,SNP_027872,100,6,2,60.73439381131689,5,8.56909863530827e-12,8.443754657469832e-11,1.9736462525204227e-10,True
1,24474,SNP_117616,100,6,2,60.726921622643545,5,8.599637583887958e-12,8.469189660109278e-11,1.979831767010985e-10,True
1,24475,SNP_117617,100,6,2,60.726921622643545,5,8.599637583887958e-12,8.469189660109278e-11,1.979831767010985e-10,True
1,29420,SNP_141401,100,6,2,60.7160312805474,5,8.644341258558475e-12,8.510876429236775e-11,1.989697508183806e-10,True
1,15458,SNP_075680,100,6,2,60.70075757575758,5,8.707429282322834e-12,8.57063583136187e-11,2.0037897086037183e-10,True
1,7424,SNP_036485,100,6,2,60.67463375155683,5,8.816400962318917e-12,8.673131421564242e-11,2.0279985730910483e-10,True
1,7425,SNP_036486,100,6,2,60.67463375155683,5,8.816400962318917e-12,8.673131421564242e-11,2.0279985730910483e-10,True
1,27310,SNP_131463,100,6,2,60.672905525846716,5,8.823657827876067e-12,8.677888288568127e-11,2.0292336849331924e-10,True
1,23648,SNP_113697,100,6,2,60.64207439419664,5,8.954125291597812e-12,8.801369780589204e-11,2.058357550996038e-10,True
1,23649,SNP_113698,100,6,2,60.64207439419664,5,8.954125291597812e-12,8.801369780589204e-11,2.058357550996038e-10,True
1,1212,SNP_006496,100,6,2,60.6266749123892,5,9.020010371540232e-12,8.861270057435822e-11,2.0726167879584878e-10,True
1,23875,SNP_114790,100,6,2,60.6266749123892,5,9.020010371540232e-12,8.861270057435822e-11,2.0726167879584878e-10,True
1,28132,SNP_135172,100,6,2,60.62539178481208,5,9.025521893173535e-12,8.864254689162871e-11,2.073440087227905e-10,True
1,25661,SNP_123619,100,6,2,60.621365166819714,5,9.042839590187019e-12,8.878829732414311e-11,2.076974697071923e-10,True
1,25422,SNP_122290,100,6,2,60.618085618085615,5,9.056968796760173e-12,8.890266988175598e-11,2.0797756155806776e-10,True
1,24571,SNP_118064,100,6,2,60.603275401069524,5,9.121050319568875e-12,8.95071745215524e-11,2.0940435704850054e-10,True
1,22852,SNP_109973,100,6,2,60.60046275563517,5,9.133271247772448e-12,8.960256637768108e-11,2.0964016330764453e-10,True
1,9340,SNP_045744,100,6,2,60.58410188844971,5,9.204683915984678e-12,9.027845160948518e-11,2.1123423405403984e-10,True
1,11424,SNP_055637,100,6,2,60.573443193764035,5,9.251507072017292e-12,9.071286195539144e-11,2.1226345099036857e-10,True
1,27851,SNP_133803,100,6,2,60.572679054931186,5,9.25487301897347e-12,9.072104465371204e-11,2.1229537396243092e-10,True
1,13971,SNP_068198,100,6,2,60.5647212096158,5,9.28999919074804e-12,9.10404678692995e-11,2.1305566830078602e-10,True
1,12034,SNP_058919,100,6,2,60.54545454545455,5,9.375595009899526e-12,9.182907186793636e-11,2.149270195936754e-10,True
1,31686,SNP_152230,100,6,2,60.54545454545455,5,9.375595009899526e-12,9.182907186793636e-11,2.149270195936754e-10,True
1,30346,SNP_145699,100,6,2,60.54292929292929,5,9.386872128577499e-12,9.191440528523509e-11,2.151396653233599e-10,True
1,20090,SNP_097669,100,6,2,60.53659105361501,5,9.415236735054703e-12,9.216696370141775e-11,2.157437686131013e-10,True
1,22236,SNP_107116,100,6,2,60.512124691229175,5,9.525532444967572e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,601,SNP_003243,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,955,SNP_004943,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,959,SNP_004953,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,1288,SNP_006894,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,2029,SNP_010081,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,2529,SNP_012483,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,3503,SNP_017448,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,9653,SNP_047290,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,12750,SNP_062496,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,15188,SNP_074259,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,19717,SNP_095898,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,20749,SNP_100024,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,21109,SNP_101737,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,21127,SNP_101770,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,23289,SNP_111897,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,28100,SNP_135093,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,30638,SNP_147094,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,31109,SNP_149701,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,31688,SNP_152232,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,34757,SNP_167051,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,35039,SNP_168545,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,35160,SNP_169209,100,6,2,60.51136363636364,5,9.528983930016597e-12,9.269807982734387e-11,2.1728508552530317e-10,True
1,13253,SNP_065091,100,6,2,60.49407768157768,5,9.607715134899883e-12,9.343861465523528e-11,2.1903390267464505e-10,True
1,24386,SNP_117068,100,6,2,60.47008547008548,5,9.718068198197505e-12,9.448619861286007e-11,2.2150273145240758e-10,True
1,21024,SNP_101276,100,6,2,60.44008692230038,5,9.857829459328164e-12,9.581906486666741e-11,2.2464066903141335e-10,True
1,31094,SNP_149645,100,6,2,60.416838063896904,5,9.967523001142285e-12,9.685902638691356e-11,2.2709223732672423e-10,True
1,2086,SNP_010246,100,6,2,60.39769511755929,5,1.0058758025142824e-11,9.771910276635092e-11,2.2912231150745882e-10,True
1,14109,SNP_068901,100,6,2,60.38356272274401,5,1.0126647315138597e-11,9.83519746558095e-11,2.3061986008045143e-10,True
1,12946,SNP_063582,100,6,2,60.36022265530462,5,1.023977148308304e-11,9.942371455180981e-11,2.3314671563578783e-10,True
1,10989,SNP_053457,100,6,2,60.3377718432798,5,1.0349775808144818e-11,1.0043738570600974e-10,2.3555160800950087e-10,True
1,10991,SNP_053459,100,6,2,60.3377718432798,5,1.0349775808144818e-11,1.0043738570600974e-10,2.3555160800950087e-10,True
1,8627,SNP_042627,100,6,2,60.31701631701632,5,1.0452522769689064e-11,1.0140701435303646e-10,2.3783968953658203e-10,True
1,33042,SNP_158821,100,6,2,60.31468531468531,5,1.0464125444978095e-11,1.0146464493969832e-10,2.380029581322985e-10,True
1,33043,SNP_158822,100,6,2,60.31468531468531,5,1.0464125444978095e-11,1.0146464493969832e-10,2.380029581322985e-10,True
1,5900,SNP_029273,100,6,2,60.29471029471029,5,1.0564080700531134e-11,1.0240614664474838e-10,2.402255863868241e-10,True
1,29053,SNP_139802,100,6,2,60.284113645458184,5,1.0617492834858488e-11,1.0289608118325e-10,2.4138911496024013e-10,True
1,16666,SNP_081238,100,6,2,60.27295986177565,5,1.0674004440025884e-11,1.0341578024375442e-10,2.4262260324840226e-10,True
1,2114,SNP_010389,100,6,2,60.25252525252526,5,1.0778318274884086e-11,1.0439820819872863e-10,2.449418962176892e-10,True
1,27247,SNP_131040,100,6,2,60.226042097387136,5,1.091502404525951e-11,1.0566521656780398e-10,2.479437767170993e-10,True
1,32024,SNP_153977,100,6,2,60.226042097387136,5,1.091502404525951e-11,1.0566521656780398e-10,2.479437767170993e-10,True
1,16207,SNP_078818,100,6,2,60.2153148777724,5,1.0970889165352774e-11,1.0617734969157783e-10,2.4916015583517915e-10,True
1,19547,SNP_095182,100,6,2,60.2089602089602,5,1.100411748848672e-11,1.0647018427440256e-10,2.4986202484839726e-10,True
1,4157,SNP_020824,100,6,2,60.192640034537256,5,1.108991613534638e-11,1.0727136692538287e-10,2.517570192938409e-10,True
1,12930,SNP_063518,100,6,2,60.19142105051379,5,1.1096351334066438e-11,1.0730465167573476e-10,2.5184992977218046e-10,True
1,19328,SNP_094177,100,6,2,60.190674864587905,5,1.1100292400264814e-11,1.0731380605359871e-10,2.51886204542438e-10,True
